"Impact","CVE Identifier","TITLE","TYPE","PUBLISHED","UPDATED"
"High","CVE-2021-0060, CVE-2021-33068, CVE-2021-0103, CVE-2021-0114, CVE-2021-0115, CVE-2021-0116, CVE-2021-0117, CVE-2021-0118, CVE-2021-0099, CVE-2021-0156, CVE-2021-0111, CVE-2021-0107, CVE-2021-0125, CVE-2021-0124, CVE-2021-0092, CVE-2021-0093, CVE-2021-0127, CVE-2021-33117, CVE-2021-0154, CVE-2021-0153, CVE-2021-33123, CVE-2021-0190, CVE-2021-33122, CVE-2021-0189, CVE-2021-33124, CVE-2021-33103, CVE-2021-0159, CVE-2021-0188, CVE-2021-0155, CVE-2022-0004, CVE-2022-0005, CVE-2022-21131, CVE-2022-21136, CVE-2022-22558, CVE-2022-21123, CVE-2022-21127, CVE-2022-21125, CVE-2022-21166","DSA-2022-301: Dell Integrated System for Microsoft Azure Stack Hub Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Oct 2022","16 Nov 2022"
"High","CVE-2022-34446, CVE-2022-34447, CVE-2022-34448, CVE-2022-34449, CVE-2022-34450, CVE-2022-34451, CVE-2022-34452","DSA-2022-283: PowerPath Management Appliance Security Update for Multiple Security Vulnerabilities","Advisory","15 Nov 2022","15 Nov 2022"
"Medium","CVE-2022-34399","DSA-2022-317: Dell Client Security Update for Dell Client BIOS","Advisory","14 Nov 2022","15 Nov 2022"
"High","CVE-2019-14584, CVE-2021-28210, CVE-2021-28211, CVE-2021-3712, CVE-2021-36346, CVE-2021-36347, CVE-2021-36348, CVE-2022-24423, CVE-2022-0778","DSA-2022-300: Dell Integrated System for Microsoft Azure Stack Hub Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Oct 2022","15 Nov 2022"
"Critical","CVE-2015-20107, CVE-2017-0386, CVE-2017-12588, CVE-2017-16932, CVE-2018-25032, CVE-2018-7755, CVE-2019-14250, CVE-2019-14584, CVE-2019-18660, CVE-2019-19377, CVE-2019-19448, CVE-2019-19816, CVE-2019-20811, CVE-2020-12825, CVE-2020-21913, CVE-2020-25721, CVE-2020-26541, CVE-2020-28097, CVE-2020-29361, CVE-2020-29362, CVE-2020-36516, CVE-2020-36557, CVE-2020-36558, CVE-2021-0060, CVE-2021-0091, CVE-2021-0092, CVE-2021-0093, CVE-2021-0099, CVE-2021-0103, CVE-2021-0107, CVE-2021-0111, CVE-2021-0114, CVE-2021-0115, CVE-2021-0116, CVE-2021-0117, CVE-2021-0118, CVE-2021-0119, CVE-2021-0124, CVE-2021-0125, CVE-2021-0127, CVE-2021-0147, CVE-2021-0153, CVE-2021-0154, CVE-2021-0155, CVE-2021-0156, CVE-2021-0159, CVE-2021-0188, CVE-2021-0189, CVE-2021-0190, CVE-2021-0561, CVE-2021-20292, CVE-2021-20316, CVE-2021-20321, CVE-2021-21131, CVE-2021-21136, CVE-2021-25220, CVE-2021-26341, CVE-2021-26401, CVE-2021-28153, CVE-2021-28210, CVE-2021-28211, CVE-2021-33061, CVE-2021-33068, CVE-2021-33069, CVE-2021-33074, CVE-2021-33075, CVE-2021-33076, CVE-2021-33077, CVE-2021-33078, CVE-2021-33079, CVE-2021-33080, CVE-2021-33081, CVE-2021-33082, CVE-2021-33083, CVE-2021-33103, CVE-2021-33122, CVE-2021-33123, CVE-2021-33124, CVE-2021-33655, CVE-2021-33656, CVE-2021-3448, CVE-2021-3564, CVE-2021-3695, CVE-2021-3696, CVE-2021-3697, CVE-2021-3800, CVE-2021-38208, CVE-2021-39648, CVE-2021-39657, CVE-2021-39711, CVE-2021-39713, CVE-2021-3999, CVE-2021-4083, CVE-2021-4135, CVE-2021-4149, CVE-2021-4157, CVE-2021-4159, CVE-2021-4189, CVE-2021-4197, CVE-2021-4202, CVE-2021-4203, CVE-2021-43389, CVE-2021-43527, CVE-2021-43566, CVE-2021-44141, CVE-2021-44142, CVE-2021-44733, CVE-2021-44879, CVE-2021-45095, CVE-2021-45417, CVE-2021-45868, CVE-2022-0001, CVE-2022-0002, CVE-2022-0004, CVE-2022-0005, CVE-2022-0322, CVE-2022-0330, CVE-2022-0336, CVE-2022-0391, CVE-2022-0435, CVE-2022-0487, CVE-2022-0492, CVE-2022-0617, CVE-2022-0644, CVE-2022-0778, CVE-2022-0812, CVE-2022-0847, CVE-2022-0850, CVE-2022-0934, CVE-2022-1011, CVE-2022-1012, CVE-2022-1015, CVE-2022-1016, CVE-2022-1048, CVE-2022-1097, CVE-2022-1184, CVE-2022-1271, CVE-2022-1280, CVE-2022-1292, CVE-2022-1304, CVE-2022-1353, CVE-2022-1419, CVE-2022-1462, CVE-2022-1516, CVE-2022-1552, CVE-2022-1586, CVE-2022-1652, CVE-2022-1664, CVE-2022-1679, CVE-2022-1729, CVE-2022-1734, CVE-2022-1966, CVE-2022-1974, CVE-2022-1975, CVE-2022-20132, CVE-2022-20141, CVE-2022-20154, CVE-2022-20166, CVE-2022-20368, CVE-2022-20369, CVE-2022-2068, CVE-2022-21123, CVE-2022-21125, CVE-2022-21127, CVE-2022-21166, CVE-2022-21180, CVE-2022-21248, CVE-2022-21277, CVE-2022-21282, CVE-2022-21283, CVE-2022-21291, CVE-2022-21293, CVE-2022-21294, CVE-2022-21296, CVE-2022-21299, CVE-2022-21305, CVE-2022-21340, CVE-2022-21341, CVE-2022-21349, CVE-2022-21360, CVE-2022-21365, CVE-2022-21366, CVE-2022-21385, CVE-2022-21426, CVE-2022-21434, CVE-2022-21443, CVE-2022-21476, CVE-2022-21496, CVE-2022-21499, CVE-2022-21540, CVE-2022-21541, CVE-2022-22558, CVE-2022-22576, CVE-2022-22942, CVE-2022-22970, CVE-2022-22971, CVE-2022-23036, CVE-2022-23037, CVE-2022-23038, CVE-2022-23039, CVE-2022-23040, CVE-2022-23041, CVE-2022-23042, CVE-2022-2318, CVE-2022-23181, CVE-2022-2319, CVE-2022-2320, CVE-2022-23218, CVE-2022-23219, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, CVE-2022-23308, CVE-2022-23816, CVE-2022-23825, CVE-2022-23960, CVE-2022-24407, CVE-2022-24448, CVE-2022-24903, CVE-2022-24959, CVE-2022-2509, CVE-2022-25308, CVE-2022-25309, CVE-2022-25310, CVE-2022-2588, CVE-2022-2625, CVE-2022-26365, CVE-2022-26373, CVE-2022-2639, CVE-2022-26490, CVE-2022-26966, CVE-2022-27666, CVE-2022-27776, CVE-2022-27781, CVE-2022-27782, CVE-2022-28356, CVE-2022-28388, CVE-2022-28389, CVE-2022-28390, CVE-2022-28693, CVE-2022-28733, CVE-2022-28734, CVE-2022-28736, CVE-2022-28748, CVE-2022-29154, CVE-2022-29155, CVE-2022-29458, CVE-2022-29581, CVE-2022-2977, CVE-2022-29824, CVE-2022-29900, CVE-2022-29901, CVE-2022-2991, CVE-2022-3028, CVE-2022-30594, CVE-2022-31676, CVE-2022-31680, CVE-2022-31681, CVE-2022-31741, CVE-2022-32206, CVE-2022-32208, CVE-2022-33740, CVE-2022-33741, CVE-2022-33742, CVE-2022-33981, CVE-2022-34169, CVE-2022-34903, CVE-2022-35252, CVE-2022-36879, CVE-2022-36946, CVE-2022-37434","DSA-2022-293: Dell VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","09 Nov 2022","15 Nov 2022"
"High","CVE-2020-12930, CVE-2020-12931, CVE-2021-26360, CVE-2021-26391, CVE-2021-26392, CVE-2021-26393","DSA-2022-320: Dell Client Platform Security Update Security Advisory for AMD-SN-1029: AMD Graphics Driver Vulnerabilities - November 2022","Advisory","14 Nov 2022","15 Nov 2022"
"Medium","CVE-2022-28693","DSA-2022-319: Dell Client Security Update for Intel Processors RRSBA Advisory","Advisory","14 Nov 2022","15 Nov 2022"
"High","CVE-2020-7469, CVE-2020-11655, CVE-2020-11656, CVE-2020-13630, CVE-2020-13434, CVE-2020-13435, CVE-2020-13632, CVE-2020-13631","DSA-2021-023: Dell EMC PowerScale OneFS contains a Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","07 Jul 2022","14 Nov 2022"
"Critical","CVE-2022-1292, CVE-2022-2068, CVE-2022-38752, CVE-2022-42003, CVE-2022-42004, CVE-2022-34440, CVE-2022-34441, CVE-2022-34442, CVE-2022-34462","DSA-2022-273: Dell Secure Connect Gateway (SCG) Policy Manager Security Update for Multiple Proprietary Code Vulnerabilities","Advisory","10 Nov 2022","10 Nov 2022"
"Critical","CVE-2015-5600, CVE-2015-6564, CVE-2019-14379, CVE-2019-14540, CVE-2019-14892, CVE-2019-14893, CVE-2019-16335, CVE-2019-16942, CVE-2019-16943, CVE-2019-17267, CVE-2019-17531, CVE-2020-9484, CVE-2020-29362, CVE-2020-36518, CVE-2020-36557, CVE-2020-36558, CVE-2021-3522, CVE-2021-3695, CVE-2021-3696, CVE-2021-3697, CVE-2021-22696, CVE-2021-30468, CVE-2021-33655, CVE-2021-33656, CVE-2021-39537, CVE-2021-40330, CVE-2021-40690, CVE-2021-43527, CVE-2021-45095, CVE-2022-1462, CVE-2022-1587, CVE-2022-2625, CVE-2022-20166, CVE-2022-21277, CVE-2022-21540, CVE-2022-21541, CVE-2022-21724, CVE-2022-23181, CVE-2022-23457, CVE-2022-25857, CVE-2022-28733, CVE-2022-28734, CVE-2022-28736, CVE-2022-29154, CVE-2022-29458, CVE-2022-29885, CVE-2022-34169, CVE-2022-36946, CVE-2022-37434, CVE-2022-40151, CVE-2022-42003, CVE-2022-42889","DSA-2022-272: Dell Secure Connect Gateway Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","10 Nov 2022","10 Nov 2022"
"N/A","CVE-2022-33980, CVE-2022-42889","Dell VNXe2 and VNX2 False Positive Security Vulnerabilities","Informational","02 Nov 2022","09 Nov 2022"
"Critical","CVE-2021-44228, CVE-2021-45046","DSA-2021-308: Dell EMC Metro Node Security Update for Apache Log4j Remote Code Execution Vulnerability (CVE-2021-44228 and CVE-2021-45046)","Advisory","17 Dec 2021","09 Nov 2022"
"Medium","CVE-2022-23816, CVE-2022-23825, CVE-2022-26373, CVE-2022-28693, CVE-2022-29901","DSA-2022-292: Dell VxRail Security Update for VMware ESXi Vulnerabilities","Advisory","08 Nov 2022","08 Nov 2022"
"Critical","CVE-2021-36287, CVE-2021-36288, CVE-2021-36289, CVE-2021-36290, CVE-2021-36293, CVE-2021-36294, CVE-2021-36295, CVE-2021-36296","DSA-2022-165: Dell PowerMax Embedded NAS Security Update for Multiple Security Vulnerabilities","Advisory","27 Jul 2022","08 Nov 2022"
"High","CVE-2022-32490","DSA-2022-249: Dell Security Update for Dell Edge Gateway and Embedded Box BIOS","Advisory","26 Oct 2022","07 Nov 2022"
"High","CVE-2021-21131, CVE-2021-21136, CVE-2021-0154, CVE-2021-0153, CVE-2021-33123, CVE-2021-0190, CVE-2021-33122, CVE-2021-0189, CVE-2021-33124, CVE-2021-33103, CVE-2021-0159, CVE-2021-0188, CVE-2021-0155, CVE-2021-33117, CVE-2022-0004, CVE-2022-0005, CVE-2022-21123, CVE-2022-21125, CVE-2022-21127, CVE-2022-21166","DSA-2022-307: Dell VxFlex ReadyNode and Dell VxFlex ESXi Security Update for Multiple Third-Party Component Vulnerabilities.","Advisory","03 Nov 2022","04 Nov 2022"
"Critical","Operating System Components CVEs:, CVE-2013-6371, CVE-2015-20107, CVE-2021-36690, CVE-2020-29362, CVE-2020-12762, CVE-2020-21913, CVE-2020-12825, CVE-2020-35538, CVE-2021-36690, CVE-2021-36690, CVE-2021-28861, CVE-2021-3864, CVE-2021-27023, CVE-2021-3695, CVE-2021-3696, CVE-2021-3697, CVE-2022-24903, CVE-2022-37434, CVE-2022-31676, CVE-2017-0386, CVE-2022-0530, CVE-2022-1615, CVE-2022-2031, CVE-2022-32742, CVE-2022-32744, CVE-2022-32745, CVE-2022-32746, CVE-2022-1586, CVE-2022-29162, CVE-2022-29154, CVE-2022-28733, CVE-2022-28734, CVE-2022-28736, CVE-2022-21385, CVE-2022-3028, CVE-2022-31030, CVE-2022-21233, CVE-2022-31081, CVE-2022-2097, CVE-2022-21540, CVE-2022-21541, CVE-2022-34169, CVE-2022-2625, CVE-2022-29458, CVE-2022-40674, CVE-2022-29869, CVE-2022-29217, CVE-2022-31252, CVE-2022-35252, CVE-2022-35737, CVE-2022-1587, CVE-2022-34903, CVE-2022-29187, CVE-2022-1292, CVE-2022-2068, CVE-2022-1664     Third-party Open-Source Components CVEs:, CVE-2011-1797, CVE-2016-1000027, CVE-2020-25649, CVE-2020-36518, CVE-2020-28491, CVE-2021-37136, CVE-2021-37137, CVE-2021-0341, CVE-2021-22116, CVE-2021-42550, CVE-2022-31129, CVE-2022-25896, CVE-2022-33980, CVE-2022-34305, CVE-2022-25647, CVE-2022-31197, CVE-2022-25857, CVE-2022-29885, CVE-2022-30629, CVE-2022-30580, CVE-2022-1962, CVE-2022-32148, CVE-2022-30635, CVE-2022-30633, CVE-2022-30632, CVE-2022-30631, CVE-2022-32189","DSA-2022-296: Dell PowerProtect Data Manager Update for Multiple Security Vulnerabilities","Advisory","03 Nov 2022","03 Nov 2022"
"Medium","CVE-2021-42550","DSA-2022-306: Dell Cloud Disaster Recovery Security Update for a logback-classic Vulnerability","Advisory","02 Nov 2022","02 Nov 2022"
"High","CVE-2022-21123, CVE-2022-21127, CVE-2022-21125, CVE-2022-21166, CVE-2021-33069, CVE-2021-33074, CVE-2021-33075, CVE-2021-33076, CVE-2021-33077, CVE-2021-33078, CVE-2021-33079, CVE-2021-33080, CVE-2021-33081, CVE-2021-33082, CVE-2021-33083, CVE-2022-21233, CVE-2022-26074, CVE-2022-33060, CVE-2022-22558, CVE-2021-33117, CVE-2021-0154, CVE-2021-0153, CVE-2021-33123, CVE-2021-0190, CVE-2021-33122, CVE-2021-0189, CVE-2021-33124, CVE-2021-33103, CVE-2021-0159, CVE-2021-0188, CVE-2021-0155, CVE-2022-0004, CVE-2022-0005, CVE-2022-21131, CVE-2022-21136, CVE-2021-33061","DSA-2022-305: Dell XC Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","01 Nov 2022","02 Nov 2022"
"Critical","CVE-2022-27775, CVE-2022-27774, CVE-2022-32208, CVE-2022-32207, CVE-2022-22576, CVE-2022-32205, CVE-2021-22947, CVE-2022-27776, CVE-2021-22946, CVE-2021-22945, CVE-2022-32206, CVE-2022-27781, CVE-2022-27782, CVE-2021-30560, CVE-2022-23308, CVE-2022-29824, CVE-2022-2309, CVE-2022-27404, CVE-2022-27405, CVE-2022-27406, CVE-2018-25032, CVE-2022-37434, CVE-2022-32212, CVE-2022-1292, CVE-2022-2068, CVE-2022-29458, CVE-2022-29458, CVE-2022-1292, CVE-2022-2068, CVE-2022-32208, CVE-2022-32206, CVE-2022-34903, CVE-2022-29458, CVE-2022-1586, CVE-2022-29458, CVE-2022-1664, CVE-2022-32189, CVE-2022-30631, CVE-2022-28131, CVE-2022-30580, CVE-2022-30635, CVE-2022-30633, CVE-2022-32148, CVE-2022-30632, CVE-2022-1705, CVE-2022-27664, CVE-2022-1962, CVE-2022-30630, CVE-2022-1664, CVE-2022-34903, CVE-2022-1292, CVE-2022-2068, CVE-2022-2097, CVE-2022-1304, CVE-2022-29155, CVE-2022-22576, CVE-2022-27782, CVE-2022-27774, CVE-2022-32206, CVE-2022-32208, CVE-2022-37434, CVE-2022-2097, CVE-2022-31030","DSA-2022-303: Dell EMC Cyber Recovery Security Update for Multiple Third-Party Vulnerabilities","Advisory","02 Nov 2022","02 Nov 2022"
"High","CVE-2022-34401","DSA-2022-291: Dell Client Security Update for Dell Client BIOS","Advisory","26 Oct 2022","01 Nov 2022"
"Critical","CVE-2017-0386, CVE-2020-12762, CVE-2020-12825, CVE-2020-21913, CVE-2020-29362, CVE-2020-36516, CVE-2020-36557, CVE-2020-36558, CVE-2021-33655, CVE-2021-33656, CVE-2021-36690, CVE-2021-4203, CVE-2022-0529, CVE-2022-0530, CVE-2022-1462, CVE-2022-1587, CVE-2022-20166, CVE-2022-20368, CVE-2022-20369, CVE-2022-21233, CVE-2022-21385, CVE-2022-21426, CVE-2022-21434, CVE-2022-21443, CVE-2022-21476, CVE-2022-21496, CVE-2022-21540, CVE-2022-21541, CVE-2022-2588, CVE-2022-26373, CVE-2022-2639, CVE-2022-29154, CVE-2022-29187, CVE-2022-29458, CVE-2022-29581, CVE-2022-2977, CVE-2022-3028, CVE-2022-31081, CVE-2022-31252, CVE-2022-31676, CVE-2022-34169, CVE-2022-34170, CVE-2022-34171, CVE-2022-34172, CVE-2022-34173, CVE-2022-34174, CVE-2022-34175","DSA-2022-299: Dell EMC Data Protection Central Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Oct 2022","31 Oct 2022"
"Critical","CVE-2022-36946, CVE-2022-34169, CVE-2022-33981, CVE-2022-33742, CVE-2022-33741, CVE-2022-33740, CVE-2022-32208, CVE-2022-32206, CVE-2022-31741, CVE-2022-31681, CVE-2022-30594, CVE-2022-29901, CVE-2022-29900, CVE-2022-29824, CVE-2022-29155, CVE-2022-28893, CVE-2022-28739, CVE-2022-28736, CVE-2022-28735, CVE-2022-28734, CVE-2022-28733, CVE-2022-28693, CVE-2022-28390, CVE-2022-28389, CVE-2022-28388, CVE-2022-27782, CVE-2022-27781, CVE-2022-27666, CVE-2022-27239, CVE-2022-27191, CVE-2022-26966, CVE-2022-26691, CVE-2022-26490, CVE-2022-26373, CVE-2022-25375, CVE-2022-25315, CVE-2022-25314, CVE-2022-25313, CVE-2022-25258, CVE-2022-25236, CVE-2022-25235, CVE-2022-24959, CVE-2022-24958, CVE-2022-24903, CVE-2022-24769, CVE-2022-24448, CVE-2022-24423, CVE-2022-24407, CVE-2022-23990, CVE-2022-23852, CVE-2022-23825, CVE-2022-23816, CVE-2022-23648, CVE-2022-23437, CVE-2022-23308, CVE-2022-23307, CVE-2022-23305, CVE-2022-23302, CVE-2022-23219, CVE-2022-23218, CVE-2022-2318, CVE-2022-23042, CVE-2022-23041, CVE-2022-23040, CVE-2022-23039, CVE-2022-23038, CVE-2022-23037, CVE-2022-23036, CVE-2022-22982, CVE-2022-22942, CVE-2022-22941, CVE-2022-22936, CVE-2022-22935, CVE-2022-22934, CVE-2022-22844, CVE-2022-22827, CVE-2022-22826, CVE-2022-22825, CVE-2022-22824, CVE-2022-22823, CVE-2022-22822, CVE-2022-21541, CVE-2022-21540, CVE-2022-21496, CVE-2022-21476, CVE-2022-21443, CVE-2022-21434, CVE-2022-21426, CVE-2022-21180, CVE-2022-21166, CVE-2022-21127, CVE-2022-21125, CVE-2022-21123, CVE-2022-2097, CVE-2022-2068, CVE-2022-20166, CVE-2022-20154, CVE-2022-20141, CVE-2022-20132, CVE-2022-1975, CVE-2022-1974, CVE-2022-1966, CVE-2022-1927, CVE-2022-1898, CVE-2022-1897, CVE-2022-1851, CVE-2022-1796, CVE-2022-1785, CVE-2022-1771, CVE-2022-1735, CVE-2022-1734, CVE-2022-1733, CVE-2022-1729, CVE-2022-1679, CVE-2022-1652, CVE-2022-1620, CVE-2022-1619, CVE-2022-1616, CVE-2022-1587, CVE-2022-1586, CVE-2022-1552, CVE-2022-1516, CVE-2022-1462, CVE-2022-1420, CVE-2022-1381, CVE-2022-1353, CVE-2022-1304, CVE-2022-1292, CVE-2022-1271, CVE-2022-1184, CVE-2022-1158, CVE-2022-1097, CVE-2022-1056, CVE-2022-1055, CVE-2022-1048, CVE-2022-1016, CVE-2022-1015, CVE-2022-1011, CVE-2022-0934, CVE-2022-0924, CVE-2022-0909, CVE-2022-0908, CVE-2022-0891, CVE-2022-0865, CVE-2022-0854, CVE-2022-0850, CVE-2022-0847, CVE-2022-0778, CVE-2022-0696, CVE-2022-0644, CVE-2022-0617, CVE-2022-0562, CVE-2022-0561, CVE-2022-0516, CVE-2022-0492, CVE-2022-0487, CVE-2022-0435, CVE-2022-0413, CVE-2022-0407, CVE-2022-0392, CVE-2022-0361, CVE-2022-0359, CVE-2022-0351, CVE-2022-0330, CVE-2022-0322, CVE-2022-0319, CVE-2022-0318, CVE-2022-0261, CVE-2022-0213, CVE-2022-0185, CVE-2022-0168, CVE-2022-0128, CVE-2022-0005, CVE-2022-0004, CVE-2022-0002, CVE-2022-0001, CVE-2021-46143, CVE-2021-46059, CVE-2021-45960, CVE-2021-45868, CVE-2021-45486, CVE-2021-45485, CVE-2021-45417, CVE-2021-45095, CVE-2021-45079, CVE-2021-44879, CVE-2021-44733, CVE-2021-43976, CVE-2021-43975, CVE-2021-43565, CVE-2021-43527, CVE-2021-4202, CVE-2021-4197, CVE-2021-4193, CVE-2021-4192, CVE-2021-41817, CVE-2021-4166, CVE-2021-41617, CVE-2021-4159, CVE-2021-4157, CVE-2021-4149, CVE-2021-4136, CVE-2021-4135, CVE-2021-4083, CVE-2021-4069, CVE-2021-4019, CVE-2021-4002, CVE-2021-4001, CVE-2021-3999, CVE-2021-3984, CVE-2021-3974, CVE-2021-3973, CVE-2021-39698, CVE-2021-3968, CVE-2021-39657, CVE-2021-39648, CVE-2021-3928, CVE-2021-3927, CVE-2021-3903, CVE-2021-3875, CVE-2021-3872, CVE-2021-3796, CVE-2021-3778, CVE-2021-3697, CVE-2021-3696, CVE-2021-3695, CVE-2021-3572, CVE-2021-33656, CVE-2021-33655, CVE-2021-33124, CVE-2021-33123, CVE-2021-33122, CVE-2021-33117, CVE-2021-33103, CVE-2021-33098, CVE-2021-33061, CVE-2021-32066, CVE-2021-31810, CVE-2021-31799, CVE-2021-28715, CVE-2021-28714, CVE-2021-28713, CVE-2021-28712, CVE-2021-28711, CVE-2021-26341, CVE-2021-25220, CVE-2021-22600, CVE-2021-22570, CVE-2021-21136, CVE-2021-21131, CVE-2021-20321, CVE-2021-0920, CVE-2021-0190, CVE-2021-0189, CVE-2021-0188, CVE-2021-0159, CVE-2021-0155, CVE-2021-0154, CVE-2021-0153, CVE-2020-36558, CVE-2020-36557, CVE-2020-35524, CVE-2020-35523, CVE-2020-35522, CVE-2020-35521, CVE-2020-27825, CVE-2020-27820, CVE-2020-26541, CVE-2020-19131, CVE-2020-12762, CVE-2019-6292, CVE-2019-6285, CVE-2019-20454, CVE-2019-19377, CVE-2019-17546, CVE-2018-25032, CVE-2018-20574, CVE-2018-20573, CVE-2017-17095, CVE-2017-17087, CVE-2015-8985, CVE-2015-20107","DSA-2022-228: Dell VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","22 Sep 2022","28 Oct 2022"
"Critical","CVE-2019-13224, CVE-2019-16163, CVE-2019-19203, CVE-2019-19204, CVE-2019-19246, CVE-2020-26159, CVE-2021-46828, CVE-2022-1720, CVE-2022-1968, CVE-2022-2124, CVE-2022-2125, CVE-2022-2126, CVE-2022-2129, CVE-2022-2175, CVE-2022-2182, CVE-2022-2183, CVE-2022-2206, CVE-2022-2207, CVE-2022-2208, CVE-2022-2210, CVE-2022-2231, CVE-2022-2257, CVE-2022-2264, CVE-2022-2284, CVE-2022-2285, CVE-2022-2286, CVE-2022-2287, CVE-2022-2304, CVE-2022-2343, CVE-2022-2344, CVE-2022-2345, CVE-2022-2509, CVE-2022-2522, CVE-2022-2571, CVE-2022-2580, CVE-2022-2581, CVE-2022-2598, CVE-2022-2625, CVE-2022-26365, CVE-2022-27404, CVE-2022-27405, CVE-2022-27406, CVE-2022-2816, CVE-2022-2817, CVE-2022-2819, CVE-2022-2845, CVE-2022-2849, CVE-2022-2862, CVE-2022-2874, CVE-2022-2889, CVE-2022-29154, CVE-2022-2923, CVE-2022-2946, CVE-2022-3016, CVE-2022-31676, CVE-2022-34903, CVE-2022-37434","DSA-2022-284: Dell VxRail Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","28 Oct 2022","28 Oct 2022"
"High","CVE-2022-34393, CVE-2020-8993","DSA-2022-278: Dell Client Security Update for Dell Client BIOS","Advisory","26 Oct 2022","27 Oct 2022"
"Critical","CVE-2022-24903, CVE-2022-1586, CVE-2021-3580, CVE-2021-0147, CVE-2021-0144, CVE-2021-0127, CVE-2021-0125, CVE-2021-0124, CVE-2021-0118, CVE-2021-0117, CVE-2021-0116, CVE-2021-0115, CVE-2021-0114, CVE-2021-0111, CVE-2021-0107, CVE-2021-0103, CVE-2021-0099, CVE-2021-0093, CVE-2021-0092, CVE-2021-0060, CVE-2020-8764, CVE-2020-8740, CVE-2020-8739, CVE-2020-8738, CVE-2020-8696, CVE-2020-24486, CVE-2020-12360, CVE-2020-12358, CVE-2020-0593, CVE-2020-0592, CVE-2020-0591, CVE-2020-0590, CVE-2020-0588, CVE-2020-0587","DSA-2022-285: Dell PowerStore Family Security Update for Multiple Vulnerabilities","Advisory","25 Oct 2022","25 Oct 2022"
